"recno","Timestamp","Observer","Location","Desg","Date","m1","diam","dc","pa","scope","comments","url"
"802","2003-04-14 00:00:00","P. Clay Sherrod","ASO-Petit Jean","C/2001 HT50 (LINEAR-NEAT)","2003/04/14","13.2","~25""","5/9","unknown","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet is very low on horizon and in spite of very clear skies (bright moon to east) no tail is indicated on three images; seems to be more delineation at this point now between the coma and nucleus of this comet",""
"804","2003-04-14 00:00:00","P. Clay Sherrod","ASO-Petit Jean","C/2002 X1 (LINEAR)","2003/04/14","17.1","12""","7/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very small and pinpoint/difficult in moonlit skies; confirmed astrometrically",""
"805","2003-04-15 00:00:00","P. Clay Sherrod","ASO-Petit Jean","81P Wild 2","2003/04/15","15.6 (*)","14""","5/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very small and highly diffuse with little central condensation (*m2=16.1ccd); a fairly easy target in strong moonlight",""
"807","2003-04-15 00:00:00","P. Clay Sherrod","ASO-Petit Jean","C/2003 F1 (LINEAR)","2003/04/15","17.3","<12""","7/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very small and nearly stellar with some amount of nebulosity noted in strong moonlight.",""
"809","2003-04-15 00:00:00","P. Clay Sherrod","ASO-Petit Jean","C/2003 G1 (LINEAR)","2003/04/15","16.6","12""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very small with a hint of nebulosity; confirmed astrometrically",""
"810","2003-04-15 00:00:00","P. Clay Sherrod","ASO-Petit Jean","C/2002 X1 (LINEAR)","2003/04/15","16.1","12""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Small but clearly diffuse; no suggestion of nucleus",""
"812","2003-04-15 00:00:00","P. Clay Sherrod","ASO-Petit Jean","C/2002 Q5 (LINEAR)","2003/04/15","17.3","14""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Interesting target in spite of strong moonlight; clearly a path of nebulosity and confirmed astrometrically; large for its apparent magnitude, round",""
"814","2003-04-17 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/04/17","17.3","<12""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very difficult but confirmed astrometrically; moonlight interferes from west; very small and compact but clearly nebulous",""
"815","2003-04-17 00:00:00","P. Clay Sherrod","H41","C/2002 O7 (LINEAR)","2003/04/17","13.9 (*)","~14"" (moon)","4/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very strong full moonlight very close to comet; imaged for astrometry and m1/size estimates likely skewed from bright conditions",""
"816","2003-04-17 00:00:00","P. Clay Sherrod","H41","C/2000 SV74 (LINEAR)","2003/04/17","16.9 (m2)","~15""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet is very close to full moon and difficult to obtain ccd image; confirmed astrometrically and only m2 possible due to light scatter",""
"819","2003-04-21 00:00:00","P. Clay Sherrod","H41","66P du Toit","2003/04/21","17.7","<12""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Extremely small and stellar appearing with some degree of nebulosity; very difficult even in exceptionally deep sky",""
"820","2003-04-21 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/04/21","17.2","13""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very difficult, clearly diffuse and not stellar appearing with evenly nebulous tiny coma",""
"823","2003-04-21 00:00:00","P. Clay Sherrod","H41","C/2003 G1 (LINEAR)","2003/04/21","16.6","15""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","",""
"825","2003-04-21 00:00:00","P. Clay Sherrod","H41","30P Reinmuth 1","2003/04/21","15.8","18""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very compact and concentrated, but not as bright as on previous nights; clearly smaller and fainter",""
"826","2003-04-21 00:00:00","P. Clay Sherrod","H41","81P Wild 2","2003/04/21","15.7","17""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet is very easy target low in western sky; broad coma with embedded central condensation of about 17th mag. ccd",""
"829","2003-04-21 00:00:00","P. Clay Sherrod","H41","C/2002 X1 (LINEAR)","2003/04/21","16.7","14""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet is very low and difficult, but clearly nebulous; veryk little central conds.",""
"831","2003-04-21 00:00:00","P. Clay Sherrod","H41","C/2002 Q5 (LINEAR)","2003/04/21","17.5","15""","6/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very tough target; small and some nebulosity",""
"832","2003-04-22 00:00:00","P. Clay Sherrod","H41","81P Wild 2","2003/04/22","14.8","15""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet is very easy and still gaining brightness, slowly.",""
"834","2003-04-22 00:00:00","P. Clay Sherrod","H41","C/2002 Q5 (LINEAR)","2003/04/22","17.7","13""","7/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Small, nearly stellar; difficult and confirmed astrometrically",""
"836","2003-04-22 00:00:00","P. Clay Sherrod","H41","C/2002 X1 (LINEAR)","2003/04/22","17.3","15""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Open and diffuse; nebulous spot",""
"837","2003-04-22 00:00:00","P. Clay Sherrod","H41","C/2000 SV74 (LINEAR)","2003/04/22","17.0","14""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","this comet is rapidly becoming very faint; difficult",""
"842","2003-04-22 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/04/22","17.7","14""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very faint and difficult in nice star field; confirmed astrometrically",""
"843","2003-04-22 00:00:00","P. Clay Sherrod","H41","C/2002 U2 (LINEAR)","2003/04/22","17.8","16""","3/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very open and faint",""
"845","2003-04-25 00:00:00","P. Clay Sherrod","H41","C/2000 SV74 (LINEAR)","2003/04/25","15.8","17""","5/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Nice target, open and clearly nebulous but some degree of central concentration",""
"846","2003-04-25 00:00:00","P. Clay Sherrod","H41","C/2001 G1 (LONEOS)","2003/04/25","17.2","12""","8/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Nearly stellar; very little nebulosity and difficult",""
"848","2003-04-25 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/04/25","16.6","16""","4/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very easy nebulous object; very little central condensation",""
"850","2003-04-27 00:00:00","P. Clay Sherrod","H41","C/2000 SV74 (LINEAR)","2003/04/27","14.9","17""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Coma very round and diffuse; very easy target now",""
"851","2003-04-27 00:00:00","P. Clay Sherrod","H41","C/2002 Q5 (LINEAR)","2003/04/27","17.1","12""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet imaged at very low altitude; difficult and tiny, confirmed astrometrically",""
"852","2003-04-27 00:00:00","P. Clay Sherrod","H41","C/2002 X1 (LINEAR)","2003/04/27","16.8","14""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very small, faint, some nebulosity but nearly stellar in appearance",""
"853","2003-04-27 00:00:00","P. Clay Sherrod","H41","C/2003 E1 (NEAT)","2003/04/27","18.4","<12""","8/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Stellar in appearance, confirmed astrometrically; on threshold of visibility",""
"854","2003-04-27 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/04/27","16.7","16""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet is becoming easier target, clearly diffuse and open with very little central conds.",""
"856","2003-04-27 00:00:00","P. Clay Sherrod","H41","C/2003 H2","2003/04/27","<18.6 ccd","n/a","n/a","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Repeated images indicated nothing to stellar mag. 18.6 at the calculated area of C/2003 H2",""
"859","2003-04-27 00:00:00","P. Clay Sherrod","H41","C/1999 U4 - Catalina-Skiff","2003/04/27","17.0","14""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet was surprising small and faint; very difficult",""
"863","2003-04-28 00:00:00","P. Clay Sherrod","H41","C/1999 U4 - Catalina-Skiff","2003/04/28","16.6","15""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Surprisingly open and diffuse with very little central conds; appears irregular",""
"864","2003-04-28 00:00:00","P. Clay Sherrod","H41","C/2000 SV74 (LINEAR)","2003/04/28","15.3","18""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very nice object with strong condensation surrounded by uniform ""halo"" glow of coma",""
"865","2003-04-28 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/04/28","16.5","14""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Distinctly diffuse and relatively easy; fairly small with strong central brightening",""
"867","2003-04-30 00:00:00","P. Clay Sherrod","H41","C/2000 SV74 (LINEAR)","2003/04/30","15.1","22""","4/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Quite irregular and diffuse coma; large, with very little central conds.",""
"868","2003-04-30 00:00:00","P. Clay Sherrod","H41","C/1999 U4 - Catalina-Skiff","2003/04/30","16.7","14""","5/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Extremely difficult in very poor skies, incoming high cirrus; slightly condensed with nebulosity",""
"870","2003-04-30 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/04/30","17.1","14""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet seems to be rapidly fading, or having reached its peak at this time; some condensation but quite diffuse and fairly easy target via ccd",""
"871","2003-04-30 00:00:00","P. Clay Sherrod","H41","C/2003 H1 (LINEAR)","2003/04/30","<18.2","n/a","n/a","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Nothing to ccd stellar limiting mag. 18.2 seen in three astrometric attempts",""
"876","2003-05-02 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/05/02","17.4","12""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Very small and nearly star-like, difficult in rich star field; confirmed astrometrically",""
"877","2003-05-02 00:00:00","P. Clay Sherrod","H41","53P Van Biesbroeck","2003/05/02","14.7","18""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Coma perimeter appears slightly irregular with a strong condensation toward center; no tail",""
"878","2003-05-01 00:00:00","P. Clay Sherrod","H41","C/2001 HT50 (LINEAR-NEAT)","2003/05/01","13.9 (*)","17""","6/9","80","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","*m2=15.1 ccd; poor conditions with comet very low on horizon",""
"880","2003-05-01 00:00:00","P. Clay Sherrod","H41","C/2003 G1 (LINEAR)","2003/05/01","16.0","14""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Comet is very close to faint star, making observations difficult",""
"881","2003-05-01 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/05/01","17.2","12""","8/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Slightly nebulous and quite difficult, small",""
"883","2003-05-01 00:00:00","P. Clay Sherrod","H41","C/2000 SV74 (LINEAR)","2003/05/01","15.9","16""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Fairly large with irregular coma perimeter",""
"885","2003-05-01 00:00:00","P. Clay Sherrod","H41","30P Reinmuth 1","2003/05/01","15.9","14""","5/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","This comet is fading rapidly and is not nearly as intense as only a week ago",""
"886","2003-05-01 00:00:00","P. Clay Sherrod","H41","C/2002 X1 (LINEAR)","2003/05/01","16.5","12""","7/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","",""
"887","2003-05-01 00:00:00","P. Clay Sherrod","H41","81P Wild 2","2003/05/01","15.5","15""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Maintaining consistent brightness; strong nuclear condensation",""
"890","2003-05-06 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/1999 U4 - Catalina-Skiff","2003/05/06","17.5","12""","8/9","none","0.41m SCT/ccd....","Very small and starlike; difficult, but confirmed astrometrically in star-poor field",""
"891","2003-05-06 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2002 U2 (LINEAR)","2003/05/06","17.3","12""","7/9","n/a","0.41m SCT/ccd....","Slightly diffuse but stellar in appearance; very difficult in moist humid skies",""
"893","2003-05-06 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2003 H2","2003/05/06","17.3","12""","4/9","none","0.41m SCT/ccd....","Very small, but clearly diffuse with no central conds. noted; round",""
"895","2003-05-06 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2003 F1 (LINEAR)","2003/05/06","17.4","21""","3/9","none","0.41m SCT/ccd....","Very broad and diffuse, no condensation; small but irregular and quite obvious against stars",""
"899","2003-05-11 00:00:00","P. Clay Sherrod","H41","C/2003 F1 (LINEAR)","2003/05/11","17.1","14""","6/9","n/a","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Conspicuously diffuse yet very small, difficult",""
"900","2003-05-11 00:00:00","P. Clay Sherrod","H41","C/2003 H1 (LINEAR)","2003/05/11","15.6","16""","6/9","none","...0.41m SCT/ccd.......P. Clay Sherrod, (ASO - Petit Jean Mountain,  H41)","Brightening and easy diffuse target in very nice star field",""
"902","2003-05-13 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2003 H2","2003/05/13","<18.0","n/a","n/a","n/a","0.41m SCT/ccd....","No object near calculated positions via astrometric imaging (3) to stellar mag. 18.0",""
"903","2003-05-13 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2000 SV74 (LINEAR)","2003/05/13","15.7","n/a","6/9","n/a","0.41m SCT/ccd....","Very near strong moonlight and some high haze; size estimates not reliable",""
"905","2003-05-13 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2003 H1 (LINEAR)","2003/05/13","14.9 (*)","16""","4/9","n/a","0.41m SCT/ccd....","Very small but clearly diffuse (*m2=16.3ccd); some indications of tail in PA 215 deg",""
"906","2003-05-13 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2003 F1 (LINEAR)","2003/05/13","17.5","14""","7/9","none","0.41m SCT/ccd....","Small but clearly diffuse and not stellar appearing; no tail, quite symmetrical",""
"907","2003-05-13 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2001 K5 (LINEAR)","2003/05/13","15.2","14""","7/9","220","0.41m SCT/ccd....","Continued nice spiked tail in PA 220 degree in strong moonlight; very tightly compressed coma",""
"910","2003-05-15 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2000 SV74 (LINEAR)","2003/05/15","16.2","16""","4/9","n/a","0.41m SCT/ccd....","Comet appears very diffuse and faint and is imaged clearly in very bright moonlit conditions; coma perhaps is irregular",""
"911","2003-05-15 00:00:00","P. Clay Sherrod","ASO - Petit Jean","C/2003 G1 (LINEAR)","2003/05/15","16.4","14""","7/9","none","0.41m SCT/ccd....","Comet is small, but diffuse; no tail",""
